O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
11-1011.01	2.B.4.e	Judgment and Decision Making	IM	4.5
11-1011.01	2.B.4.e	Judgment and Decision Making	LV	6
11-1011.01	2.B.5.a	Time Management	IM	3
11-1011.01	2.B.5.a	Time Management	LV	4.5
11-1011.01	2.B.5.b	Management of Financial Resources	IM	4.33
11-1011.01	2.B.5.b	Management of Financial Resources	LV	5.5
11-1011.01	2.B.5.c	Management of Material Resources	IM	2.66
11-1011.01	2.B.5.c	Management of Material Resources	LV	3.83
11-1011.01	2.B.5.d	Management of Personnel Resources	IM	4.33
11-1011.01	2.B.5.d	Management of Personnel Resources	LV	5.16
11-1011.01	2.B.3.m	Quality Control Analysis	IM	1.75
11-1011.01	2.B.3.m	Quality Control Analysis	LV	1.75
11-1011.01	2.B.2.i	Complex Problem Solving 	IM	4.10125
11-1011.01	2.B.2.i	Complex Problem Solving 	LV	5.3925
11-1011.01	2.B.4.g	Systems Analysis	IM	4.106667
11-1011.01	2.B.4.g	Systems Analysis	LV	5.553333
11-1011.01	2.B.4.h	Systems Evaluation	IM	4.245
11-1011.01	2.B.4.h	Systems Evaluation	LV	5.745
11-1011.02	2.A.1.a	Reading Comprehension	IM	4
11-1011.02	2.A.1.a	Reading Comprehension	LV	4.83
11-1011.02	2.A.1.b	Active Listening	IM	3.83
11-1011.02	2.A.1.b	Active Listening	LV	5
11-1011.02	2.A.1.c	Writing	IM	4
11-1011.02	2.A.1.c	Writing	LV	5
11-1011.02	2.A.1.d	Speaking	IM	4.33
11-1011.02	2.A.1.d	Speaking	LV	5
11-1011.02	2.A.1.e	Mathematics	IM	3.33
11-1011.02	2.A.1.e	Mathematics	LV	4
11-1011.02	2.A.1.f	Science	IM	1.16
11-1011.02	2.A.1.f	Science	LV	.5
11-1011.02	2.A.2.a	Critical Thinking	IM	4.16
11-1011.02	2.A.2.a	Critical Thinking	LV	5.33
11-1011.02	2.A.2.b	Active Learning	IM	3.5
11-1011.02	2.A.2.b	Active Learning	LV	5
11-1011.02	2.A.2.c	Learning Strategies	IM	2.5
11-1011.02	2.A.2.c	Learning Strategies	LV	3.83
11-1011.02	2.A.2.d	Monitoring	IM	4.16
11-1011.02	2.A.2.d	Monitoring	LV	5.33
11-1011.02	2.B.1.a	Social Perceptiveness	IM	3.33
11-1011.02	2.B.1.a	Social Perceptiveness	LV	4.66
11-1011.02	2.B.1.b	Coordination	IM	4.83
11-1011.02	2.B.1.b	Coordination	LV	6.16
11-1011.02	2.B.1.c	Persuasion	IM	3.33
11-1011.02	2.B.1.c	Persuasion	LV	4.33
11-1011.02	2.B.1.d	Negotiation	IM	3.33
11-1011.02	2.B.1.d	Negotiation	LV	4.66
11-1011.02	2.B.1.e	Instructing	IM	2.16
11-1011.02	2.B.1.e	Instructing	LV	2.83
11-1011.02	2.B.1.f	Service Orientation	IM	2.16
11-1011.02	2.B.1.f	Service Orientation	LV	3.66
11-1011.02	2.B.3.a	Operations Analysis	IM	3
11-1011.02	2.B.3.a	Operations Analysis	LV	4.16
11-1011.02	2.B.3.b	Technology Design	IM	1.16
11-1011.02	2.B.3.b	Technology Design	LV	.5
11-1011.02	2.B.3.c	Equipment Selection	IM	2
11-1011.02	2.B.3.c	Equipment Selection	LV	3.33
11-1011.02	2.B.3.d	Installation	IM	1
11-1011.02	2.B.3.d	Installation	LV	.5
11-1011.02	2.B.3.e	Programming	IM	1
11-1011.02	2.B.3.e	Programming	LV	.5
11-1011.02	2.B.3.g	Operation Monitoring	IM	1
11-1011.02	2.B.3.g	Operation Monitoring	LV	.83
11-1011.02	2.B.3.h	Operation and Control	IM	1.33
11-1011.02	2.B.3.h	Operation and Control	LV	1.33
11-1011.02	2.B.3.j	Equipment Maintenance	IM	1
11-1011.02	2.B.3.j	Equipment Maintenance	LV	.33
11-1011.02	2.B.3.k	Troubleshooting	IM	1.33
11-1011.02	2.B.3.k	Troubleshooting	LV	.66
11-1011.02	2.B.3.l	Repairing	IM	1
11-1011.02	2.B.3.l	Repairing	LV	.33
11-1011.02	2.B.4.e	Judgment and Decision Making	IM	4.66
11-1011.02	2.B.4.e	Judgment and Decision Making	LV	6.16
11-1011.02	2.B.5.a	Time Management	IM	4
11-1011.02	2.B.5.a	Time Management	LV	5.16
11-1011.02	2.B.5.b	Management of Financial Resources	IM	4.5
11-1011.02	2.B.5.b	Management of Financial Resources	LV	5.66
11-1011.02	2.B.5.c	Management of Material Resources	IM	3.5
11-1011.02	2.B.5.c	Management of Material Resources	LV	4.83
11-1011.02	2.B.5.d	Management of Personnel Resources	IM	4
11-1011.02	2.B.5.d	Management of Personnel Resources	LV	5.33
11-1011.02	2.B.3.m	Quality Control Analysis	IM	1.58
11-1011.02	2.B.3.m	Quality Control Analysis	LV	1.58
11-1011.02	2.B.2.i	Complex Problem Solving 	IM	3.83
11-1011.02	2.B.2.i	Complex Problem Solving 	LV	5.12
11-1011.02	2.B.4.g	Systems Analysis	IM	4.386667
11-1011.02	2.B.4.g	Systems Analysis	LV	5.776667
11-1011.02	2.B.4.h	Systems Evaluation	IM	4.5
11-1011.02	2.B.4.h	Systems Evaluation	LV	5.915
11-2011.00	2.A.1.a	Reading Comprehension	IM	4.16
11-2011.00	2.A.1.a	Reading Comprehension	LV	5
11-2011.00	2.A.1.b	Active Listening	IM	4
11-2011.00	2.A.1.b	Active Listening	LV	4.5
11-2011.00	2.A.1.c	Writing	IM	3.33
11-2011.00	2.A.1.c	Writing	LV	4.33
11-2011.00	2.A.1.d	Speaking	IM	4.16
11-2011.00	2.A.1.d	Speaking	LV	4.66
11-2011.00	2.A.1.e	Mathematics	IM	2.33
11-2011.00	2.A.1.e	Mathematics	LV	3.33
11-2011.00	2.A.1.f	Science	IM	1
11-2011.00	2.A.1.f	Science	LV	.16
11-2011.00	2.A.2.a	Critical Thinking	IM	4
11-2011.00	2.A.2.a	Critical Thinking	LV	4.5
11-2011.00	2.A.2.b	Active Learning	IM	3.66
11-2011.00	2.A.2.b	Active Learning	LV	4.5
11-2011.00	2.A.2.c	Learning Strategies	IM	2.5
11-2011.00	2.A.2.c	Learning Strategies	LV	3.83
11-2011.00	2.A.2.d	Monitoring	IM	3.83
11-2011.00	2.A.2.d	Monitoring	LV	4.66
11-2011.00	2.B.1.a	Social Perceptiveness	IM	3.83
11-2011.00	2.B.1.a	Social Perceptiveness	LV	4
11-2011.00	2.B.1.b	Coordination	IM	4.5
11-2011.00	2.B.1.b	Coordination	LV	5.33
11-2011.00	2.B.1.c	Persuasion	IM	3
11-2011.00	2.B.1.c	Persuasion	LV	3.83
11-2011.00	2.B.1.d	Negotiation	IM	2.5
11-2011.00	2.B.1.d	Negotiation	LV	3.33
11-2011.00	2.B.1.e	Instructing	IM	2.66
11-2011.00	2.B.1.e	Instructing	LV	3.5
11-2011.00	2.B.1.f	Service Orientation	IM	3
11-2011.00	2.B.1.f	Service Orientation	LV	3.66
11-2011.00	2.B.3.a	Operations Analysis	IM	3.33
11-2011.00	2.B.3.a	Operations Analysis	LV	3.5
11-2011.00	2.B.3.b	Technology Design	IM	2
11-2011.00	2.B.3.b	Technology Design	LV	2
11-2011.00	2.B.3.c	Equipment Selection	IM	2.5
11-2011.00	2.B.3.c	Equipment Selection	LV	2.83
11-2011.00	2.B.3.d	Installation	IM	1.83
11-2011.00	2.B.3.d	Installation	LV	1.5
11-2011.00	2.B.3.e	Programming	IM	1.16
11-2011.00	2.B.3.e	Programming	LV	.66
11-2011.00	2.B.3.g	Operation Monitoring	IM	1
11-2011.00	2.B.3.g	Operation Monitoring	LV	.33
11-2011.00	2.B.3.h	Operation and Control	IM	2
11-2011.00	2.B.3.h	Operation and Control	LV	1.83
11-2011.00	2.B.3.j	Equipment Maintenance	IM	1
11-2011.00	2.B.3.j	Equipment Maintenance	LV	.16
11-2011.00	2.B.3.k	Troubleshooting	IM	1
11-2011.00	2.B.3.k	Troubleshooting	LV	.33
11-2011.00	2.B.3.l	Repairing	IM	1
11-2011.00	2.B.3.l	Repairing	LV	.33
11-2011.00	2.B.4.e	Judgment and Decision Making	IM	4
11-2011.00	2.B.4.e	Judgment and Decision Making	LV	4.83
11-2011.00	2.B.5.a	Time Management	IM	4.16
11-2011.00	2.B.5.a	Time Management	LV	4.5
11-2011.00	2.B.5.b	Management of Financial Resources	IM	3.16
11-2011.00	2.B.5.b	Management of Financial Resources	LV	3.66
11-2011.00	2.B.5.c	Management of Material Resources	IM	3.33
11-2011.00	2.B.5.c	Management of Material Resources	LV	4
11-2011.00	2.B.5.d	Management of Personnel Resources	IM	4
11-2011.00	2.B.5.d	Management of Personnel Resources	LV	4
11-2011.00	2.B.3.m	Quality Control Analysis	IM	2.58
11-2011.00	2.B.3.m	Quality Control Analysis	LV	2.75
11-2011.00	2.B.2.i	Complex Problem Solving 	IM	3.91125
11-2011.00	2.B.2.i	Complex Problem Solving 	LV	4.7875
11-2011.00	2.B.4.g	Systems Analysis	IM	3.553333
11-2011.00	2.B.4.g	Systems Analysis	LV	4.33
11-2011.00	2.B.4.h	Systems Evaluation	IM	3.83
11-2011.00	2.B.4.h	Systems Evaluation	LV	4.83
11-2021.00	2.A.1.a	Reading Comprehension	IM	4.33
11-2021.00	2.A.1.a	Reading Comprehension	LV	4.83
11-2021.00	2.A.1.b	Active Listening	IM	4.5
11-2021.00	2.A.1.b	Active Listening	LV	4.66
11-2021.00	2.A.1.c	Writing	IM	3.83
11-2021.00	2.A.1.c	Writing	LV	4.66
11-2021.00	2.A.1.d	Speaking	IM	4.83
11-2021.00	2.A.1.d	Speaking	LV	5
11-2021.00	2.A.1.e	Mathematics	IM	2.66
11-2021.00	2.A.1.e	Mathematics	LV	3.33
11-2021.00	2.A.1.f	Science	IM	1
11-2021.00	2.A.1.f	Science	LV	.66
11-2021.00	2.A.2.a	Critical Thinking	IM	4.33
11-2021.00	2.A.2.a	Critical Thinking	LV	4.83
11-2021.00	2.A.2.b	Active Learning	IM	4.16
11-2021.00	2.A.2.b	Active Learning	LV	4.83
11-2021.00	2.A.2.c	Learning Strategies	IM	2.33
11-2021.00	2.A.2.c	Learning Strategies	LV	3.83
11-2021.00	2.A.2.d	Monitoring	IM	3.66
11-2021.00	2.A.2.d	Monitoring	LV	4.5
11-2021.00	2.B.1.a	Social Perceptiveness	IM	4.16
11-2021.00	2.B.1.a	Social Perceptiveness	LV	4.83
11-2021.00	2.B.1.b	Coordination	IM	4.33
11-2021.00	2.B.1.b	Coordination	LV	5.5
11-2021.00	2.B.1.c	Persuasion	IM	3.66
11-2021.00	2.B.1.c	Persuasion	LV	4.5
11-2021.00	2.B.1.d	Negotiation	IM	3.66
11-2021.00	2.B.1.d	Negotiation	LV	4.66
11-2021.00	2.B.1.e	Instructing	IM	1.83
11-2021.00	2.B.1.e	Instructing	LV	2.66
11-2021.00	2.B.1.f	Service Orientation	IM	2.83
11-2021.00	2.B.1.f	Service Orientation	LV	4
11-2021.00	2.B.3.a	Operations Analysis	IM	3.16
11-2021.00	2.B.3.a	Operations Analysis	LV	3.5
11-2021.00	2.B.3.b	Technology Design	IM	1
11-2021.00	2.B.3.b	Technology Design	LV	.33
11-2021.00	2.B.3.c	Equipment Selection	IM	1.66
11-2021.00	2.B.3.c	Equipment Selection	LV	2.16
11-2021.00	2.B.3.d	Installation	IM	1
11-2021.00	2.B.3.d	Installation	LV	0
11-2021.00	2.B.3.e	Programming	IM	1.16
11-2021.00	2.B.3.e	Programming	LV	.5
11-2021.00	2.B.3.g	Operation Monitoring	IM	1
11-2021.00	2.B.3.g	Operation Monitoring	LV	0
11-2021.00	2.B.3.h	Operation and Control	IM	1.33
11-2021.00	2.B.3.h	Operation and Control	LV	1.16
11-2021.00	2.B.3.j	Equipment Maintenance	IM	1
11-2021.00	2.B.3.j	Equipment Maintenance	LV	.16
11-2021.00	2.B.3.k	Troubleshooting	IM	1
11-2021.00	2.B.3.k	Troubleshooting	LV	.33
11-2021.00	2.B.3.l	Repairing	IM	1
11-2021.00	2.B.3.l	Repairing	LV	.33
11-2021.00	2.B.4.e	Judgment and Decision Making	IM	4.33
11-2021.00	2.B.4.e	Judgment and Decision Making	LV	5.5
11-2021.00	2.B.5.a	Time Management	IM	3.16
11-2021.00	2.B.5.a	Time Management	LV	4.66
11-2021.00	2.B.5.b	Management of Financial Resources	IM	3
11-2021.00	2.B.5.b	Management of Financial Resources	LV	4.66
11-2021.00	2.B.5.c	Management of Material Resources	IM	2.5
11-2021.00	2.B.5.c	Management of Material Resources	LV	3.83
11-2021.00	2.B.5.d	Management of Personnel Resources	IM	3.33
11-2021.00	2.B.5.d	Management of Personnel Resources	LV	3.66
11-2021.00	2.B.3.m	Quality Control Analysis	IM	1.75
11-2021.00	2.B.3.m	Quality Control Analysis	LV	1.5
11-2021.00	2.B.2.i	Complex Problem Solving 	IM	3.93375
11-2021.00	2.B.2.i	Complex Problem Solving 	LV	4.95625
11-2021.00	2.B.4.g	Systems Analysis	IM	4.11
11-2021.00	2.B.4.g	Systems Analysis	LV	5.83
11-2021.00	2.B.4.h	Systems Evaluation	IM	3.495
11-2021.00	2.B.4.h	Systems Evaluation	LV	4.665
11-2022.00	2.A.1.a	Reading Comprehension	IM	4
11-2022.00	2.A.1.a	Reading Comprehension	LV	4
11-2022.00	2.A.1.b	Active Listening	IM	3.66
11-2022.00	2.A.1.b	Active Listening	LV	4.33
11-2022.00	2.A.1.c	Writing	IM	3.16
11-2022.00	2.A.1.c	Writing	LV	4
11-2022.00	2.A.1.d	Speaking	IM	4.66
11-2022.00	2.A.1.d	Speaking	LV	4.66
11-2022.00	2.A.1.e	Mathematics	IM	3.33
11-2022.00	2.A.1.e	Mathematics	LV	3.83
11-2022.00	2.A.1.f	Science	IM	1.33
11-2022.00	2.A.1.f	Science	LV	.5
11-2022.00	2.A.2.a	Critical Thinking	IM	4.16
11-2022.00	2.A.2.a	Critical Thinking	LV	4
11-2022.00	2.A.2.b	Active Learning	IM	3.83
11-2022.00	2.A.2.b	Active Learning	LV	4.16
11-2022.00	2.A.2.c	Learning Strategies	IM	2.83
11-2022.00	2.A.2.c	Learning Strategies	LV	3.5
11-2022.00	2.A.2.d	Monitoring	IM	3.66
11-2022.00	2.A.2.d	Monitoring	LV	4.33
11-2022.00	2.B.1.a	Social Perceptiveness	IM	3.83
11-2022.00	2.B.1.a	Social Perceptiveness	LV	4
11-2022.00	2.B.1.b	Coordination	IM	4.5
11-2022.00	2.B.1.b	Coordination	LV	4.66
11-2022.00	2.B.1.c	Persuasion	IM	3.16
11-2022.00	2.B.1.c	Persuasion	LV	3.66
11-2022.00	2.B.1.d	Negotiation	IM	3
11-2022.00	2.B.1.d	Negotiation	LV	3.66
11-2022.00	2.B.1.e	Instructing	IM	2.66
11-2022.00	2.B.1.e	Instructing	LV	3.16
11-2022.00	2.B.1.f	Service Orientation	IM	4
11-2022.00	2.B.1.f	Service Orientation	LV	4.16
11-2022.00	2.B.3.a	Operations Analysis	IM	3.66
11-2022.00	2.B.3.a	Operations Analysis	LV	4
11-2022.00	2.B.3.b	Technology Design	IM	1.5
11-2022.00	2.B.3.b	Technology Design	LV	1.33
11-2022.00	2.B.3.c	Equipment Selection	IM	2
11-2022.00	2.B.3.c	Equipment Selection	LV	2.33
11-2022.00	2.B.3.d	Installation	IM	1
11-2022.00	2.B.3.d	Installation	LV	.5
11-2022.00	2.B.3.e	Programming	IM	1
11-2022.00	2.B.3.e	Programming	LV	.16
11-2022.00	2.B.3.g	Operation Monitoring	IM	1
11-2022.00	2.B.3.g	Operation Monitoring	LV	.66
11-2022.00	2.B.3.h	Operation and Control	IM	1
11-2022.00	2.B.3.h	Operation and Control	LV	1.16
11-2022.00	2.B.3.j	Equipment Maintenance	IM	1
11-2022.00	2.B.3.j	Equipment Maintenance	LV	.16
11-2022.00	2.B.3.k	Troubleshooting	IM	1
11-2022.00	2.B.3.k	Troubleshooting	LV	.66
11-2022.00	2.B.3.l	Repairing	IM	1
11-2022.00	2.B.3.l	Repairing	LV	.33
11-2022.00	2.B.4.e	Judgment and Decision Making	IM	4
11-2022.00	2.B.4.e	Judgment and Decision Making	LV	4
11-2022.00	2.B.5.a	Time Management	IM	4.16
11-2022.00	2.B.5.a	Time Management	LV	4.33
11-2022.00	2.B.5.b	Management of Financial Resources	IM	3.16
11-2022.00	2.B.5.b	Management of Financial Resources	LV	3.33
11-2022.00	2.B.5.c	Management of Material Resources	IM	2.83
11-2022.00	2.B.5.c	Management of Material Resources	LV	3.16
11-2022.00	2.B.5.d	Management of Personnel Resources	IM	3.83
11-2022.00	2.B.5.d	Management of Personnel Resources	LV	4.16
11-2022.00	2.B.3.m	Quality Control Analysis	IM	1.745
11-2022.00	2.B.3.m	Quality Control Analysis	LV	1.58
11-2022.00	2.B.2.i	Complex Problem Solving 	IM	3.47625
11-2022.00	2.B.2.i	Complex Problem Solving 	LV	3.93375
11-2022.00	2.B.4.g	Systems Analysis	IM	3.55
11-2022.00	2.B.4.g	Systems Analysis	LV	3.72
11-2022.00	2.B.4.h	Systems Evaluation	IM	3.415
11-2022.00	2.B.4.h	Systems Evaluation	LV	4.08
11-3011.00	2.A.1.a	Reading Comprehension	IM	4
11-3011.00	2.A.1.a	Reading Comprehension	LV	4.5
11-3011.00	2.A.1.b	Active Listening	IM	3
11-3011.00	2.A.1.b	Active Listening	LV	3.33
11-3011.00	2.A.1.c	Writing	IM	4.33
11-3011.00	2.A.1.c	Writing	LV	4.33
11-3011.00	2.A.1.d	Speaking	IM	3.83
11-3011.00	2.A.1.d	Speaking	LV	4
11-3011.00	2.A.1.e	Mathematics	IM	3.16
11-3011.00	2.A.1.e	Mathematics	LV	3.83
11-3011.00	2.A.1.f	Science	IM	1
11-3011.00	2.A.1.f	Science	LV	.16
11-3011.00	2.A.2.a	Critical Thinking	IM	3.66
11-3011.00	2.A.2.a	Critical Thinking	LV	3.83
11-3011.00	2.A.2.b	Active Learning	IM	3
11-3011.00	2.A.2.b	Active Learning	LV	3.5
11-3011.00	2.A.2.c	Learning Strategies	IM	2.83
11-3011.00	2.A.2.c	Learning Strategies	LV	4
11-3011.00	2.A.2.d	Monitoring	IM	3.33
11-3011.00	2.A.2.d	Monitoring	LV	4
11-3011.00	2.B.1.a	Social Perceptiveness	IM	3.16
11-3011.00	2.B.1.a	Social Perceptiveness	LV	3.83
11-3011.00	2.B.1.b	Coordination	IM	4.33
11-3011.00	2.B.1.b	Coordination	LV	4.5
11-3011.00	2.B.1.c	Persuasion	IM	2.33
11-3011.00	2.B.1.c	Persuasion	LV	2.66
11-3011.00	2.B.1.d	Negotiation	IM	1.83
11-3011.00	2.B.1.d	Negotiation	LV	2
11-3011.00	2.B.1.e	Instructing	IM	3
11-3011.00	2.B.1.e	Instructing	LV	3.5
11-3011.00	2.B.1.f	Service Orientation	IM	2.16
11-3011.00	2.B.1.f	Service Orientation	LV	2.16
11-3011.00	2.B.3.a	Operations Analysis	IM	3.16
11-3011.00	2.B.3.a	Operations Analysis	LV	2.66
11-3011.00	2.B.3.b	Technology Design	IM	1
11-3011.00	2.B.3.b	Technology Design	LV	.83
11-3011.00	2.B.3.c	Equipment Selection	IM	1.83
11-3011.00	2.B.3.c	Equipment Selection	LV	1.83
11-3011.00	2.B.3.d	Installation	IM	1.33
11-3011.00	2.B.3.d	Installation	LV	1.16
11-3011.00	2.B.3.e	Programming	IM	1
11-3011.00	2.B.3.e	Programming	LV	.16
11-3011.00	2.B.3.g	Operation Monitoring	IM	1
11-3011.00	2.B.3.g	Operation Monitoring	LV	.66
11-3011.00	2.B.3.h	Operation and Control	IM	2
11-3011.00	2.B.3.h	Operation and Control	LV	2
11-3011.00	2.B.3.j	Equipment Maintenance	IM	1.16
11-3011.00	2.B.3.j	Equipment Maintenance	LV	1
11-3011.00	2.B.3.k	Troubleshooting	IM	1.16
11-3011.00	2.B.3.k	Troubleshooting	LV	1
11-3011.00	2.B.3.l	Repairing	IM	1.33
11-3011.00	2.B.3.l	Repairing	LV	.83
11-3011.00	2.B.4.e	Judgment and Decision Making	IM	4.16
11-3011.00	2.B.4.e	Judgment and Decision Making	LV	4
11-3011.00	2.B.5.a	Time Management	IM	3.83
11-3011.00	2.B.5.a	Time Management	LV	4
11-3011.00	2.B.5.b	Management of Financial Resources	IM	3.16
11-3011.00	2.B.5.b	Management of Financial Resources	LV	3.66
11-3011.00	2.B.5.c	Management of Material Resources	IM	2.83
11-3011.00	2.B.5.c	Management of Material Resources	LV	3.66
11-3011.00	2.B.5.d	Management of Personnel Resources	IM	4.16
11-3011.00	2.B.5.d	Management of Personnel Resources	LV	4
11-3011.00	2.B.3.m	Quality Control Analysis	IM	1.83
11-3011.00	2.B.3.m	Quality Control Analysis	LV	1.415
11-3011.00	2.B.2.i	Complex Problem Solving 	IM	3.16375
11-3011.00	2.B.2.i	Complex Problem Solving 	LV	3.41375
11-3011.00	2.B.4.g	Systems Analysis	IM	3.386667
11-3011.00	2.B.4.g	Systems Analysis	LV	3.273333
11-3011.00	2.B.4.h	Systems Evaluation	IM	3.66
11-3011.00	2.B.4.h	Systems Evaluation	LV	3.58
11-3021.00	2.A.1.a	Reading Comprehension	IM	4
11-3021.00	2.A.1.a	Reading Comprehension	LV	5
11-3021.00	2.A.1.b	Active Listening	IM	3.33
11-3021.00	2.A.1.b	Active Listening	LV	4.16
11-3021.00	2.A.1.c	Writing	IM	4
11-3021.00	2.A.1.c	Writing	LV	4.5
11-3021.00	2.A.1.d	Speaking	IM	4
11-3021.00	2.A.1.d	Speaking	LV	4.5
11-3021.00	2.A.1.e	Mathematics	IM	3.33
11-3021.00	2.A.1.e	Mathematics	LV	4.16
11-3021.00	2.A.1.f	Science	IM	1.33
11-3021.00	2.A.1.f	Science	LV	1
11-3021.00	2.A.2.a	Critical Thinking	IM	3.66
11-3021.00	2.A.2.a	Critical Thinking	LV	3.66
11-3021.00	2.A.2.b	Active Learning	IM	4
11-3021.00	2.A.2.b	Active Learning	LV	4.33
11-3021.00	2.A.2.c	Learning Strategies	IM	2.33
11-3021.00	2.A.2.c	Learning Strategies	LV	3.33
11-3021.00	2.A.2.d	Monitoring	IM	3.5
11-3021.00	2.A.2.d	Monitoring	LV	4.66
11-3021.00	2.B.1.a	Social Perceptiveness	IM	3.66
11-3021.00	2.B.1.a	Social Perceptiveness	LV	4.33
11-3021.00	2.B.1.b	Coordination	IM	4.16
11-3021.00	2.B.1.b	Coordination	LV	5.16
11-3021.00	2.B.1.c	Persuasion	IM	2.66
11-3021.00	2.B.1.c	Persuasion	LV	3.33
11-3021.00	2.B.1.d	Negotiation	IM	2.5
11-3021.00	2.B.1.d	Negotiation	LV	3.66
11-3021.00	2.B.1.e	Instructing	IM	2.66
11-3021.00	2.B.1.e	Instructing	LV	3.5
11-3021.00	2.B.1.f	Service Orientation	IM	2.16
11-3021.00	2.B.1.f	Service Orientation	LV	2.83
11-3021.00	2.B.3.a	Operations Analysis	IM	3.66
11-3021.00	2.B.3.a	Operations Analysis	LV	4.5
11-3021.00	2.B.3.b	Technology Design	IM	2.33
11-3021.00	2.B.3.b	Technology Design	LV	2.5
11-3021.00	2.B.3.c	Equipment Selection	IM	2.66
11-3021.00	2.B.3.c	Equipment Selection	LV	3.16
11-3021.00	2.B.3.d	Installation	IM	2.33
11-3021.00	2.B.3.d	Installation	LV	1.66
11-3021.00	2.B.3.e	Programming	IM	2.33
11-3021.00	2.B.3.e	Programming	LV	2.83
11-3021.00	2.B.3.g	Operation Monitoring	IM	1.5
11-3021.00	2.B.3.g	Operation Monitoring	LV	1.5
11-3021.00	2.B.3.h	Operation and Control	IM	1.66
11-3021.00	2.B.3.h	Operation and Control	LV	2.66
11-3021.00	2.B.3.j	Equipment Maintenance	IM	1.66
11-3021.00	2.B.3.j	Equipment Maintenance	LV	1.16
11-3021.00	2.B.3.k	Troubleshooting	IM	1.83
11-3021.00	2.B.3.k	Troubleshooting	LV	1.83
11-3021.00	2.B.3.l	Repairing	IM	1.33
11-3021.00	2.B.3.l	Repairing	LV	1.16
11-3021.00	2.B.4.e	Judgment and Decision Making	IM	4
11-3021.00	2.B.4.e	Judgment and Decision Making	LV	4.83
11-3021.00	2.B.5.a	Time Management	IM	3.16
11-3021.00	2.B.5.a	Time Management	LV	4.5
11-3021.00	2.B.5.b	Management of Financial Resources	IM	3.5
11-3021.00	2.B.5.b	Management of Financial Resources	LV	4.5
11-3021.00	2.B.5.c	Management of Material Resources	IM	3.66
11-3021.00	2.B.5.c	Management of Material Resources	LV	5.16
11-3021.00	2.B.5.d	Management of Personnel Resources	IM	3.83
11-3021.00	2.B.5.d	Management of Personnel Resources	LV	5
11-3021.00	2.B.3.m	Quality Control Analysis	IM	2.495
11-3021.00	2.B.3.m	Quality Control Analysis	LV	2.915
